claim_id,claim_category,candidate_claim,evidence_status,evidence_tier,phase,source_path,source_field,building_scope,split,model,metric,value,unit,derivation,source_hash,conflict_status,presentation_safe,caveat
CLM-1831,Decision-oriented ensemble,8 LightGBM Hog_office_Joey peak_reduction_percentage,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[16].peak_reduction_percentage,Hog_office_Joey,test,LightGBM,8 LightGBM Hog_office_Joey peak_reduction_percentage,-0.5901122415481964,%,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1832,Decision-oriented ensemble,8 LightGBM Hog_office_Joey mean_daily_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[16].mean_daily_peak,Hog_office_Joey,test,LightGBM,8 LightGBM Hog_office_Joey mean_daily_peak,1334.8763451896439,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1833,Decision-oriented ensemble,8 LightGBM Hog_office_Joey worst_10pct_daily_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[16].worst_10pct_daily_peak,Hog_office_Joey,test,LightGBM,8 LightGBM Hog_office_Joey worst_10pct_daily_peak,1498.1988451117313,%,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1834,Decision-oriented ensemble,8 LightGBM Hog_office_Joey mean_regret_vs_oracle,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[16].mean_regret_vs_oracle,Hog_office_Joey,test,LightGBM,8 LightGBM Hog_office_Joey mean_regret_vs_oracle,85.5044375870371,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1835,Decision-oriented ensemble,8 LightGBM Hog_office_Joey p90_regret,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[16].p90_regret,Hog_office_Joey,test,LightGBM,8 LightGBM Hog_office_Joey p90_regret,161.70405824035137,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1836,Decision-oriented ensemble,8 LightGBM Hog_office_Joey max_regret,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[16].max_regret,Hog_office_Joey,test,LightGBM,8 LightGBM Hog_office_Joey max_regret,197.62818625028103,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1837,Decision-oriented ensemble,8 LightGBM Hog_office_Joey oracle_capture_ratio,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[16].oracle_capture_ratio,Hog_office_Joey,test,LightGBM,8 LightGBM Hog_office_Joey oracle_capture_ratio,0.22738571212033715,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1838,Decision-oriented ensemble,8 LightGBM Hog_office_Joey battery_throughput,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[16].battery_throughput,Hog_office_Joey,test,LightGBM,8 LightGBM Hog_office_Joey battery_throughput,51666.9126459528,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1839,Decision-oriented ensemble,8 LightGBM Hog_office_Joey equivalent_full_cycles,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[16].equivalent_full_cycles,Hog_office_Joey,test,LightGBM,8 LightGBM Hog_office_Joey equivalent_full_cycles,8.56397053878259,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1840,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey no_battery_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].no_battery_peak,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey no_battery_peak,1509.981,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1841,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey post_dispatch_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].post_dispatch_peak,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey post_dispatch_peak,1512.6686865165059,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1842,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey absolute_peak_reduction,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].absolute_peak_reduction,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey absolute_peak_reduction,-2.6876865165058916,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1843,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey peak_reduction_percentage,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].peak_reduction_percentage,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey peak_reduction_percentage,-0.1779947242055292,%,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1844,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey mean_daily_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].mean_daily_peak,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey mean_daily_peak,1328.6240261842875,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1845,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey worst_10pct_daily_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].worst_10pct_daily_peak,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey worst_10pct_daily_peak,1497.6001759485391,%,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1846,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey mean_regret_vs_oracle,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].mean_regret_vs_oracle,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey mean_regret_vs_oracle,79.25211858168049,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1847,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey p90_regret,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].p90_regret,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey p90_regret,145.01766009323228,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1848,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey max_regret,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].max_regret,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey max_regret,196.66168023170098,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1849,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey oracle_capture_ratio,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].oracle_capture_ratio,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey oracle_capture_ratio,0.2967483141886256,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1850,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey battery_throughput,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].battery_throughput,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey battery_throughput,50880.81272534484,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1851,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Hog_office_Joey equivalent_full_cycles,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[17].equivalent_full_cycles,Hog_office_Joey,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Hog_office_Joey equivalent_full_cycles,8.433671741818316,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1852,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey no_battery_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].no_battery_peak,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey no_battery_peak,1509.981,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1853,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey post_dispatch_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].post_dispatch_peak,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey post_dispatch_peak,1525.3382390611764,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1854,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey absolute_peak_reduction,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].absolute_peak_reduction,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey absolute_peak_reduction,-15.357239061176415,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1855,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey peak_reduction_percentage,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].peak_reduction_percentage,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey peak_reduction_percentage,-1.0170484967146218,%,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1856,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey mean_daily_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].mean_daily_peak,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey mean_daily_peak,1329.8076170362988,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1857,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey worst_10pct_daily_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].worst_10pct_daily_peak,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey worst_10pct_daily_peak,1497.4220494569756,%,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1858,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey mean_regret_vs_oracle,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].mean_regret_vs_oracle,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey mean_regret_vs_oracle,80.4357094336918,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1859,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey p90_regret,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].p90_regret,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey p90_regret,138.01626644035002,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1860,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey max_regret,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].max_regret,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey max_regret,209.3312327763715,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1861,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey oracle_capture_ratio,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].oracle_capture_ratio,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey oracle_capture_ratio,0.2842006290248963,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1862,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey battery_throughput,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].battery_throughput,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey battery_throughput,51114.34155733375,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1863,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Hog_office_Joey equivalent_full_cycles,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[18].equivalent_full_cycles,Hog_office_Joey,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Hog_office_Joey equivalent_full_cycles,8.472379958251008,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1864,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey no_battery_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].no_battery_peak,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey no_battery_peak,1509.981,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1865,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey post_dispatch_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].post_dispatch_peak,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey post_dispatch_peak,1516.8918706980623,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1866,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey absolute_peak_reduction,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].absolute_peak_reduction,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey absolute_peak_reduction,-6.910870698062354,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1867,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey peak_reduction_percentage,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].peak_reduction_percentage,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey peak_reduction_percentage,-0.4576793150418683,%,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1868,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey mean_daily_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].mean_daily_peak,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey mean_daily_peak,1328.64896780394,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1869,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey worst_10pct_daily_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].worst_10pct_daily_peak,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey worst_10pct_daily_peak,1496.0131319667814,%,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1870,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey mean_regret_vs_oracle,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].mean_regret_vs_oracle,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey mean_regret_vs_oracle,79.27706020133321,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1871,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey p90_regret,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].p90_regret,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey p90_regret,141.20279820836706,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1872,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey max_regret,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].max_regret,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey max_regret,200.88486441325745,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1873,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey oracle_capture_ratio,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].oracle_capture_ratio,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey oracle_capture_ratio,0.2959384365214811,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1874,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey battery_throughput,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].battery_throughput,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey battery_throughput,50949.09704354472,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1875,Decision-oriented ensemble,8 ForecastSelectedGlobal Hog_office_Joey equivalent_full_cycles,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[19].equivalent_full_cycles,Hog_office_Joey,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Hog_office_Joey equivalent_full_cycles,8.444990105145575,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1876,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey no_battery_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].no_battery_peak,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey no_battery_peak,1509.981,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1877,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey post_dispatch_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].post_dispatch_peak,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey post_dispatch_peak,1513.3874893566992,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1878,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey absolute_peak_reduction,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].absolute_peak_reduction,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey absolute_peak_reduction,-3.4064893566992396,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1879,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey peak_reduction_percentage,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].peak_reduction_percentage,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey peak_reduction_percentage,-0.22559816028805924,%,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1880,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey mean_daily_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].mean_daily_peak,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey mean_daily_peak,1331.1500470672988,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1881,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey worst_10pct_daily_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].worst_10pct_daily_peak,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey worst_10pct_daily_peak,1500.9235813914693,%,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1882,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey mean_regret_vs_oracle,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].mean_regret_vs_oracle,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey mean_regret_vs_oracle,81.77813946469178,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1883,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey p90_regret,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].p90_regret,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey p90_regret,150.3375257801365,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1884,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey max_regret,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].max_regret,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey max_regret,192.1240928809284,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1885,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey oracle_capture_ratio,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].oracle_capture_ratio,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey oracle_capture_ratio,0.27271574351833416,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1886,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey battery_throughput,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].battery_throughput,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey battery_throughput,51133.51924150201,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1887,Decision-oriented ensemble,8 DecisionSelectedGlobal Hog_office_Joey equivalent_full_cycles,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[20].equivalent_full_cycles,Hog_office_Joey,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Hog_office_Joey equivalent_full_cycles,8.475558726127934,dimensionless,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1888,Decision-oriented ensemble,8 Oracle Lamb_office_Caitlin no_battery_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[21].no_battery_peak,Lamb_office_Caitlin,test,Oracle,8 Oracle Lamb_office_Caitlin no_battery_peak,166.95,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1889,Decision-oriented ensemble,8 Oracle Lamb_office_Caitlin post_dispatch_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[21].post_dispatch_peak,Lamb_office_Caitlin,test,Oracle,8 Oracle Lamb_office_Caitlin post_dispatch_peak,154.05341886432925,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1890,Decision-oriented ensemble,8 Oracle Lamb_office_Caitlin absolute_peak_reduction,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[21].absolute_peak_reduction,Lamb_office_Caitlin,test,Oracle,8 Oracle Lamb_office_Caitlin absolute_peak_reduction,12.896581135670743,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1891,Decision-oriented ensemble,8 Oracle Lamb_office_Caitlin peak_reduction_percentage,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[21].peak_reduction_percentage,Lamb_office_Caitlin,test,Oracle,8 Oracle Lamb_office_Caitlin peak_reduction_percentage,7.724816493363729,%,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
CLM-1892,Decision-oriented ensemble,8 Oracle Lamb_office_Caitlin mean_daily_peak,EXACT_RECOVERED,A,8,outputs/phase8/test_decision_metrics.csv,row[21].mean_daily_peak,Lamb_office_Caitlin,test,Oracle,8 Oracle Lamb_office_Caitlin mean_daily_peak,89.32274136264799,kW,,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,NONE,YES,
